"Species","LakeClass","Age","Median Total Length (mm)","Lower Quartile Total Length (mm)","Upper Quartile Total Length (mm)"
"Black Crappie","Complex Cool Clear",1,97.0940323684936,92.084466593109,101.474225610243
"Black Crappie","Complex Cool Clear",2,145.771134624075,134.443601120914,157.454386814415
"Black Crappie","Complex Cool Clear",3,185.615673425368,169.889395801851,202.302051412506
"Black Crappie","Complex Cool Clear",4,218.230336146088,199.550161409289,238.23108370963
"Black Crappie","Complex Cool Clear",5,244.926999136494,224.370059632434,267.015087812771
"Black Crappie","Complex Cool Clear",6,266.779496000444,245.139157637537,290.074959989623
"Black Crappie","Complex Cool Clear",7,284.666810956646,262.518577491216,308.549029924692
"Black Crappie","Complex Cool Clear",8,299.30843467289,277.061541002496,323.349253332193
"Black Crappie","Complex Cool Clear",9,311.293304709168,289.230979883142,335.206229823124
"Black Crappie","Complex Cool Clear",10,321.103494656008,299.414271793001,344.705268292723
"Black Crappie","Complex Cool Clear",11,329.133604828395,307.935571348259,352.315280163449
"Black Crappie","Complex Cool Clear",12,335.706634477169,315.066128613355,358.411926772255
"Black Crappie","Complex Cool Clear",13,341.086973953984,321.032923534846,363.296163551916
"Black Crappie","Complex Cool Clear",14,345.491039420381,326.025891168583,367.209096423135
"Black Crappie","Complex Cool Clear",15,349.095977866345,330.203967693678,370.343883769732
"Black Crappie","Complex Cool Dark",1,101.674296965867,98.1739146027496,104.622299030606
"Black Crappie","Complex Cool Dark",2,145.810702097913,137.58332472127,153.707133667877
"Black Crappie","Complex Cool Dark",3,182.538274665651,170.918967733376,193.947325832112
"Black Crappie","Complex Cool Dark",4,213.100677350754,199.116930902286,226.936599960889
"Black Crappie","Complex Cool Dark",5,238.532808923394,222.969031987797,253.981505787925
"Black Crappie","Complex Cool Dark",6,259.695847804605,243.145054021214,276.153164622795
"Black Crappie","Complex Cool Dark",7,277.306413140367,260.211553263086,294.329691419885
"Black Crappie","Complex Cool Dark",8,291.960830834627,274.647768483827,309.230972774877
"Black Crappie","Complex Cool Dark",9,304.155326233462,286.859078310522,321.44717824138
"Black Crappie","Complex Cool Dark",10,314.30282722154,297.188384531262,331.462134166619
"Black Crappie","Complex Cool Dark",11,322.746946714413,305.925741007843,339.67248577371
"Black Crappie","Complex Cool Dark",12,329.773618019366,313.316498583175,346.403406410335
"Black Crappie","Complex Cool Dark",13,335.620777059397,319.568194697868,351.921476133123
"Black Crappie","Complex Cool Dark",14,340.486419318102,324.856381181066,356.445239687825
"Black Crappie","Complex Cool Dark",15,344.535304328348,329.329553863812,360.15386203711
"Black Crappie","Complex Riverine",1,97.1015966294601,96.0096064451875,97.9839360685357
"Black Crappie","Complex Riverine",2,147.789087733087,142.626090833805,153.001393457563
"Black Crappie","Complex Riverine",3,187.823117369986,180.010460018571,195.766286926231
"Black Crappie","Complex Riverine",4,219.442822628064,209.991079056502,229.007301690961
"Black Crappie","Complex Riverine",5,244.416720326492,234.034216268615,254.845436033527
"Black Crappie","Complex Riverine",6,264.141621654981,253.315754327222,274.92933512715
"Black Crappie","Complex Riverine",7,279.720757003291,268.778699392403,290.540485586197
"Black Crappie","Complex Riverine",8,292.025480568646,281.179300908841,302.674982852834
"Black Crappie","Complex Riverine",9,301.744005931879,291.124037653443,312.107088724871
"Black Crappie","Complex Riverine",10,309.419898424234,299.099278918018,319.438634418644
"Black Crappie","Complex Riverine",11,315.482477195402,305.495071472577,325.137421411614
"Black Crappie","Complex Riverine",12,320.27082739614,310.624215663193,329.567070294363
"Black Crappie","Complex Riverine",13,324.052765497126,314.737563603063,333.010222187677
"Black Crappie","Complex Riverine",14,327.039818490344,318.036287648564,335.686573129758
"Black Crappie","Complex Riverine",15,329.399054772388,320.681719177197,337.766892147657
"Black Crappie","Complex Two Story",1,81.7368406568547,83.8959715701052,76.4848602792084
"Black Crappie","Complex Two Story",2,152.414170251549,128.835121160175,183.172932235005
"Black Crappie","Complex Two Story",3,202.595892768511,164.533934674796,250.904720625376
"Black Crappie","Complex Two Story",4,238.225496903392,192.892399353737,293.904796214508
"Black Crappie","Complex Two Story",5,263.522928460851,215.41982925326,321.203743202507
"Black Crappie","Complex Two Story",6,281.484397832829,233.315195015242,338.534701263471
"Black Crappie","Complex Two Story",7,294.237249096316,247.530936321884,349.537400651215
"Black Crappie","Complex Two Story",8,303.291921182461,258.823653307122,356.522553658407
"Black Crappie","Complex Two Story",9,309.720843224574,267.794374858525,360.957134738413
"Black Crappie","Complex Two Story",10,314.285452326963,274.920546997436,363.772464529313
"Black Crappie","Complex Two Story",11,317.526377651789,280.5814438453,365.559799497044
"Black Crappie","Complex Two Story",12,319.827472165139,285.078353616419,366.694503607802
"Black Crappie","Complex Two Story",13,321.461275918287,288.650613990183,367.414879722082
"Black Crappie","Complex Two Story",14,322.621295503885,291.488350308559,367.872216345
"Black Crappie","Complex Two Story",15,323.444922843692,293.742594560118,368.162560211927
"Black Crappie","Complex Warm Clear",1,77.7819178517214,82.4341255142555,66.041644074504
"Black Crappie","Complex Warm Clear",2,142.132699196728,131.603220100224,152.546351355147
"Black Crappie","Complex Warm Clear",3,188.16102784338,169.145416259856,209.967773103066
"Black Crappie","Complex Warm Clear",4,221.083814384938,197.810098909727,248.08384538634
"Black Crappie","Complex Warm Clear",5,244.632570238794,219.696512478184,273.385116620649
"Black Crappie","Complex Warm Clear",6,261.476342000473,236.407498074659,290.179982610895
"Black Crappie","Complex Warm Clear",7,273.524224653818,249.166876797542,301.32833642356
"Black Crappie","Complex Warm Clear",8,282.141740877769,258.909075691443,308.728561754596
"Black Crappie","Complex Warm Clear",9,288.305611161601,266.34756006828,313.640796858571
"Black Crappie","Complex Warm Clear",10,292.714456574658,272.027083800761,316.901515639055
"Black Crappie","Complex Warm Clear",11,295.867981386368,276.363584113682,319.065965576885
"Black Crappie","Complex Warm Clear",12,298.123610197627,279.674642549165,320.502717363457
"Black Crappie","Complex Warm Clear",13,299.736998909612,282.202742900161,321.456426506893
"Black Crappie","Complex Warm Clear",14,300.891011095912,284.133029395927,322.089494193863
"Black Crappie","Complex Warm Clear",15,301.716443997627,285.606865651781,322.509721575599
"Black Crappie","Complex Warm Dark",1,95.3120109356651,91.6201186075019,98.5360501418584
"Black Crappie","Complex Warm Dark",2,143.443169811666,134.691892103506,152.172541746324
"Black Crappie","Complex Warm Dark",3,182.322061143727,170.154534845462,194.739504191657
"Black Crappie","Complex Warm Dark",4,213.727251180902,199.352288459213,228.521473101636
"Black Crappie","Complex Warm Dark",5,239.095411832586,223.39191862137,255.331500359286
"Black Crappie","Complex Warm Dark",6,259.587043123077,243.184667953328,276.608459185202
"Black Crappie","Complex Warm Dark",7,276.139561798395,259.480797447635,293.494267339333
"Black Crappie","Complex Warm Dark",8,289.510184693796,272.89802574883,306.895172955168
"Black Crappie","Complex Warm Dark",9,300.310568618303,283.944944303895,317.530392169156
"Black Crappie","Complex Warm Dark",10,309.034791403531,293.040295953487,325.97070888894
"Black Crappie","Complex Warm Dark",11,316.081954146848,300.52884773536,332.66910831982
"Black Crappie","Complex Warm Dark",12,321.774438618344,306.694459572074,337.985088326878
"Black Crappie","Complex Warm Dark",13,326.372655040827,311.770844222714,342.203953404582
"Black Crappie","Complex Warm Dark",14,330.086954899502,315.950426363744,345.552126746135
"Black Crappie","Complex Warm Dark",15,333.087253748573,319.39163660998,348.209302199395
"Black Crappie","Simple Cool Dark",1,79.1355784086856,74.1992425314486,82.4007574759451
"Black Crappie","Simple Cool Dark",2,126.030599081682,109.228139685541,145.245969687229
"Black Crappie","Simple Cool Dark",3,164.791800380221,139.347771557668,194.983097620238
"Black Crappie","Simple Cool Dark",4,196.829972120937,165.246166820348,234.346190017917
"Black Crappie","Simple Cool Dark",5,223.31120629585,187.514927608314,265.499035135857
"Black Crappie","Simple Cool Dark",6,245.199339273657,206.66274360239,290.154104131392
"Black Crappie","Simple Cool Dark",7,263.291032511582,223.127012127882,309.666685562502
"Black Crappie","Simple Cool Dark",8,278.244768608992,237.283829707671,325.109385567708
"Black Crappie","Simple Cool Dark",9,290.604818070932,249.456583309029,337.331089000068
"Black Crappie","Simple Cool Dark",10,300.821049098847,259.923337535694,347.003622607416
"Black Crappie","Simple Cool Dark",11,309.265301424625,268.92318651228,354.658685332762
"Black Crappie","Simple Cool Dark",12,316.244920145716,276.661715558371,360.717075792574
"Black Crappie","Simple Cool Dark",13,322.013942151734,283.315697414401,365.511823566752
"Black Crappie","Simple Cool Dark",14,326.782342294476,289.037130296109,369.306495826733
"Black Crappie","Simple Cool Dark",15,330.723675833779,293.956710019675,372.309685616657
"Black Crappie","Simple Riverine",1,90.2999122608985,83.5280108415644,96.2492254364357
"Black Crappie","Simple Riverine",2,136.631362465953,121.979243988678,152.092307546769
"Black Crappie","Simple Riverine",3,174.311173345689,154.186893373859,196.152605831438
"Black Crappie","Simple Riverine",4,204.954896813203,181.164771429157,230.916265206442
"Black Crappie","Simple Riverine",5,229.876406927749,203.762071084979,258.344858751888
"Black Crappie","Simple Riverine",6,250.14423329186,222.690096139,279.986071368942
"Black Crappie","Simple Riverine",7,266.627375109417,238.544651236399,297.061029396247
"Black Crappie","Simple Riverine",8,280.032560218897,251.824796239325,310.533203843833
"Black Crappie","Simple Riverine",9,290.934546612535,262.948555324038,321.16277517607
"Black Crappie","Simple Riverine",10,299.800765643187,272.26607528692,329.549527229103
"Black Crappie","Simple Riverine",11,307.011363516008,280.07064724839,336.166690593512
"Black Crappie","Simple Riverine",12,312.875500359884,286.607938689075,341.387645107774
"Black Crappie","Simple Riverine",13,317.644605714287,292.083726418555,345.506988176528
"Black Crappie","Simple Riverine",14,321.5231587711,296.670373890276,348.757157713868
"Black Crappie","Simple Riverine",15,324.677455582898,300.512256751547,351.321547677302
"Black Crappie","Simple Warm Clear",1,82.5711034918832,74.6777041354399,84.9568013933283
"Black Crappie","Simple Warm Clear",2,137.06598935333,109.724481415639,171.217251481772
"Black Crappie","Simple Warm Clear",3,180.433321053415,139.688127866825,234.719428878172
"Black Crappie","Simple Warm Clear",4,214.945283580815,165.305892988953,281.467695667289
"Black Crappie","Simple Warm Clear",5,242.410094321992,187.20809674515,315.882270684844
"Black Crappie","Simple Warm Clear",6,264.266742678334,205.933638457748,341.217177302485
"Black Crappie","Simple Warm Clear",7,281.660384377695,221.943256317826,359.867923185508
"Black Crappie","Simple Warm Clear",8,295.502340684687,235.630863755814,373.598004264665
"Black Crappie","Simple Warm Clear",9,306.517846104216,247.333241602298,383.705649697324
"Black Crappie","Simple Warm Clear",10,315.284046268161,257.338324512685,391.14657416116
"Black Crappie","Simple Warm Clear",11,322.260236863839,265.892285541536,396.624344156695
"Black Crappie","Simple Warm Clear",12,327.811927940594,273.20559318111,400.656902781608
"Black Crappie","Simple Warm Clear",13,332.229994418137,279.458189896322,403.625543136465
"Black Crappie","Simple Warm Clear",14,335.745916167048,284.803919572936,405.810960975659
"Black Crappie","Simple Warm Clear",15,338.543906149158,289.374312815461,407.419795513011
"Black Crappie","Simple Warm Dark",1,77.1551518670835,81.3989353954974,67.1219071802127
"Black Crappie","Simple Warm Dark",2,140.227887318891,128.900258270658,149.745831436444
"Black Crappie","Simple Warm Dark",3,183.858679571785,164.47445548289,202.977391221294
"Black Crappie","Simple Warm Dark",4,214.040437489511,191.116313660626,237.272530100688
"Black Crappie","Simple Warm Dark",5,234.918777395056,211.068657291264,259.367628488012
"Black Crappie","Simple Warm Dark",6,249.361444333137,226.011159188063,273.60268886967
"Black Crappie","Simple Warm Dark",7,259.352211282426,237.201742463353,282.773815447938
"Black Crappie","Simple Warm Dark",8,266.263360356412,245.582477825215,288.682435464963
"Black Crappie","Simple Warm Dark",9,271.044172656938,251.858891080693,292.489142329997
"Black Crappie","Simple Warm Dark",10,274.351316810274,256.559357287133,294.941663750318
"Black Crappie","Simple Warm Dark",11,276.639045707252,260.079581602922,296.521733225167
"Black Crappie","Simple Warm Dark",12,278.221590423602,262.7159114241,297.539713954983
"Black Crappie","Simple Warm Dark",13,279.316321439395,264.690284163604,298.195561550783
"Black Crappie","Simple Warm Dark",14,280.073605568277,266.168910882909,298.618100068771
"Black Crappie","Simple Warm Dark",15,280.597459595965,267.276268643326,298.890326116906
"Bluegill","Complex Cool Clear",1,71.4212461843996,50.9856752730566,101.761866091321
"Bluegill","Complex Cool Clear",2,95.88667112114,66.5352582657223,139.895169516153
"Bluegill","Complex Cool Clear",3,118.595257890988,81.2889986213848,174.571165422894
"Bluegill","Complex Cool Clear",4,139.673163319449,95.2876283328682,206.103306206202
"Bluegill","Complex Cool Clear",5,159.237485034134,108.569794690365,234.776625497517
"Bluegill","Complex Cool Clear",6,177.396911996874,121.172166978526,260.850314716136
"Bluegill","Complex Cool Clear",7,194.252328321764,133.129537712688,284.56006602055
"Bluegill","Complex Cool Clear",8,209.897373733621,144.474918693736,306.120202839076
"Bluegill","Complex Cool Clear",9,224.418963780472,155.239632146786,325.725617238636
"Bluegill","Complex Cool Clear",10,237.897772690097,165.453397195297,343.553531644458
"Bluegill","Complex Cool Clear",11,250.408681553109,175.14441190936,359.765100835694
"Bluegill","Complex Cool Clear",12,262.021194322455,184.339431154675,374.506868698142
"Bluegill","Complex Cool Clear",13,272.799823940396,193.063840457143,387.912092902334
"Bluegill","Complex Cool Clear",14,282.804450738089,201.341726086993,400.10194948137
"Bluegill","Complex Cool Clear",15,292.090655098848,209.195941555939,411.186628197224
"Bluegill","Complex Cool Dark",1,69.4583034721292,64.2746943834195,75.5611083980565
"Bluegill","Complex Cool Dark",2,97.4589481219821,87.7127389678908,108.922726812668
"Bluegill","Complex Cool Dark",3,121.863103205736,108.504266718853,137.451391061232
"Bluegill","Complex Cool Dark",4,143.132712987919,126.948110217019,161.84723042647
"Bluegill","Complex Cool Dark",5,161.670388180267,143.309359234378,182.708949473288
"Bluegill","Complex Cool Dark",6,177.827026927107,157.823170817885,200.548521011396
"Bluegill","Complex Cool Dark",7,191.908456927761,170.698149155909,215.803750551639
"Bluegill","Complex Cool Dark",8,204.181224424162,182.119343805628,228.849020603579
"Bluegill","Complex Cool Dark",9,214.877639632967,192.25090937429,240.004478492894
"Bluegill","Complex Cool Dark",10,224.200174126732,201.23846488142,249.5438931792
"Bluegill","Complex Cool Dark",11,232.325293401822,209.211186712643,257.701373890454
"Bluegill","Complex Cool Dark",12,239.406797179427,216.283665246727,264.677115457703
"Bluegill","Complex Cool Dark",13,245.578730667958,222.557551840787,270.642311347889
"Bluegill","Complex Cool Dark",14,250.957921893882,228.123019845452,275.743354966729
"Bluegill","Complex Cool Dark",15,255.646193129928,233.06006064888,280.105432336915
"Bluegill","Complex Riverine",1,71.9314832532711,69.0006940384512,74.2657441210091
"Bluegill","Complex Riverine",2,104.869261881926,98.2619436844734,111.291765298602
"Bluegill","Complex Riverine",3,132.175423160301,122.966222796225,141.49478134657
"Bluegill","Complex Riverine",4,154.812846654063,143.823206479911,166.132107999046
"Bluegill","Complex Riverine",5,173.579781237494,161.432049321012,186.229367942119
"Bluegill","Complex Riverine",6,189.137993229061,176.298597183593,202.623186269759
"Bluegill","Complex Riverine",7,202.03610183057,188.849918547797,215.996018194158
"Bluegill","Complex Riverine",8,212.728924732488,199.44657282448,226.904558846748
"Bluegill","Complex Riverine",9,221.593516057019,208.392968076519,235.802917836222
"Bluegill","Complex Riverine",10,228.942462174592,215.946105691079,243.061523292925
"Bluegill","Complex Riverine",11,235.034904235574,222.322963209362,248.982542352552
"Bluegill","Complex Riverine",12,240.085676097632,227.706727398973,253.812460015605
"Bluegill","Complex Riverine",13,244.272879873592,232.252056625201,257.752340025609
"Bluegill","Complex Riverine",14,247.74416623145,236.089523692326,260.966194914268
"Bluegill","Complex Riverine",15,250.621940904713,239.329366783624,263.587813648629
"Bluegill","Complex Two Story",1,62.9788440092085,50.2348150521896,80.8707214517751
"Bluegill","Complex Two Story",2,88.6766731684722,68.6470988463914,117.094204846208
"Bluegill","Complex Two Story",3,112.209997723669,85.8379089783884,149.59603883156
"Bluegill","Complex Two Story",4,133.761131914339,101.888278193718,178.758590674206
"Bluegill","Complex Two Story",5,153.497033818676,116.873863513453,204.924942713243
"Bluegill","Complex Two Story",6,171.570598788923,130.865302860566,228.402928546757
"Bluegill","Complex Two Story",7,188.121843941899,143.928548027649,249.468754534895
"Bluegill","Complex Two Story",8,203.278992880964,156.125175555504,268.370249224829
"Bluegill","Complex Two Story",9,217.159469052855,167.512676988004,285.329778925433
"Bluegill","Complex Two Story",10,229.870805434979,178.144729871393,300.546863731899
"Bluegill","Complex Two Story",11,241.511477600588,188.071450775471,314.200524776457
"Bluegill","Complex Two Story",12,252.171666615626,197.339631529292,326.451390319408
"Bluegill","Complex Two Story",13,261.933957677484,205.992959784972,337.443585457523
"Bluegill","Complex Two Story",14,270.873979908046,214.072224949248,347.306427681264
"Bluegill","Complex Two Story",15,279.060992257556,221.615510453507,356.155948228175
"Bluegill","Complex Warm Clear",1,55.3214133400741,48.5329158126526,63.3065219881126
"Bluegill","Complex Warm Clear",2,81.1644086073243,69.039587993573,96.0796004203199
"Bluegill","Complex Warm Clear",3,104.818362323186,88.0626583415899,125.658358606334
"Bluegill","Complex Warm Clear",4,126.468698153304,105.709461405146,152.354139951271
"Bluegill","Complex Warm Clear",5,146.285133375402,122.079566370687,176.447941899782
"Bluegill","Complex Warm Clear",6,164.423009295339,137.265338865439,198.193373690418
"Bluegill","Complex Warm Clear",7,181.024508969717,151.352462115277,217.819325824153
"Bluegill","Complex Warm Clear",8,196.219771780807,164.420420398249,235.532379345655
"Bluegill","Complex Warm Clear",9,210.127913600938,176.542947521554,251.518980297171
"Bluegill","Complex Warm Clear",10,222.857960543442,187.788442852431,265.947402233161
"Bluegill","Complex Warm Clear",11,234.509703619846,198.220357250351,278.969517452921
"Bluegill","Complex Warm Clear",12,245.174481002971,207.897551078064,290.722395595035
"Bluegill","Complex Warm Clear",13,254.935894028112,216.874626311521,301.329746420329
"Bluegill","Complex Warm Clear",14,263.870462545048,225.202234622556,310.90322196992
"Bluegill","Complex Warm Clear",15,272.048224758186,232.927363172615,319.543591804778
"Bluegill","Complex Warm Dark",1,75.6326941516884,69.4893117035067,82.1402765060778
"Bluegill","Complex Warm Dark",2,102.152386210611,92.7534786679509,112.38930619661
"Bluegill","Complex Warm Dark",3,125.60075132665,113.567575579295,138.813427364876
"Bluegill","Complex Warm Dark",4,146.333489300886,132.189632019009,161.896289415613
"Bluegill","Complex Warm Dark",5,164.665105248571,148.850503135397,182.060385585943
"Bluegill","Complex Warm Dark",6,180.873680482148,163.756731524057,199.674785978433
"Bluegill","Complex Warm Dark",7,195.205090863658,177.093107708872,215.06189277291
"Bluegill","Complex Warm Dark",8,207.876736616814,189.024960965477,228.503341259886
"Bluegill","Complex Warm Dark",9,219.080840178081,199.700208886215,240.245154704171
"Bluegill","Complex Warm Dark",10,228.987362113509,209.251191094797,250.502247389827
"Bluegill","Complex Warm Dark",11,237.746579334277,217.796309842946,259.462358267194
"Bluegill","Complex Warm Dark",12,245.491364721185,225.441497827314,267.289487200812
"Bluegill","Complex Warm Dark",13,252.33920273884,232.281531422985,274.126896713035
"Bluegill","Complex Warm Dark",14,258.393971615368,238.401205613543,280.099734165225
"Bluegill","Complex Warm Dark",15,263.747519122428,243.87638518317,285.317322371185
"Bluegill","Simple Cool Clear",1,54.8871465340018,46.1416816546668,61.5134897695576
"Bluegill","Simple Cool Clear",2,85.5451100329581,66.9703495845069,106.520525176412
"Bluegill","Simple Cool Clear",3,111.96377667724,85.6584452856746,143.795132272917
"Bluegill","Simple Cool Clear",4,134.729344497342,102.425956396438,174.665779975857
"Bluegill","Simple Cool Clear",5,154.346953710933,117.470262319595,200.232699759391
"Bluegill","Simple Cool Clear",6,171.251895168943,130.968457681709,221.407097961453
"Bluegill","Simple Cool Clear",7,185.819268929286,143.079437009333,238.943631224574
"Bluegill","Simple Cool Clear",8,198.372307270214,153.945765162045,253.46730249749
"Bluegill","Simple Cool Clear",9,209.189546820817,163.695355540182,265.495736172423
"Bluegill","Simple Cool Clear",10,218.511008949522,172.442975822359,275.457626245085
"Bluegill","Simple Cool Clear",11,226.543525545869,180.29159895762,283.708014990763
"Bluegill","Simple Cool Clear",12,233.465328368185,187.333615315469,290.540946689297
"Bluegill","Simple Cool Clear",13,239.430003789187,193.651920262668,296.199947378362
"Bluegill","Simple Cool Clear",14,244.569900690499,199.320889969236,300.886704133986
"Bluegill","Simple Cool Clear",15,248.999067123108,204.407256930398,304.768253208338
"Bluegill","Simple Cool Dark",1,68.7763831161477,59.7337943114186,78.5126637631737
"Bluegill","Simple Cool Dark",2,95.9758321486639,80.8650282089747,113.467631150204
"Bluegill","Simple Cool Dark",3,120.193786439826,100.087287093619,143.966749449167
"Bluegill","Simple Cool Dark",4,141.75706551021,117.573025901848,170.578023512586
"Bluegill","Simple Cool Dark",5,160.956664232591,133.479120159786,193.797052349315
"Bluegill","Simple Cool Dark",6,178.05167978645,147.948273411882,214.056258986172
"Bluegill","Simple Cool Dark",7,193.272808155453,161.110297503884,231.732943762308
"Bluegill","Simple Cool Dark",8,206.825457352859,173.083277206298,247.156311038024
"Bluegill","Simple Cool Dark",9,218.892519387629,183.974629626896,260.613600180996
"Bluegill","Simple Cool Dark",10,229.636838378699,193.882067916946,272.355435011234
"Bluegill","Simple Cool Dark",11,239.203408124443,202.894477917149,282.60049133096
"Bluegill","Simple Cool Dark",12,247.721328783376,211.092715608251,291.539569465841
"Bluegill","Simple Cool Dark",13,255.305549071337,218.550332520743,299.339147663147
"Bluegill","Simple Cool Dark",14,262.058417486002,225.334235611749,306.144482524077
"Bluegill","Simple Cool Dark",15,268.071063492363,231.505287529297,312.082314211615
"Bluegill","Simple Riverine",1,67.4478346599817,64.2191878693253,70.9572438032785
"Bluegill","Simple Riverine",2,99.2309622534091,91.9649164638448,107.486830501377
